MYEAR	PROJ	ORDERER	SLABO	ALABO	SDATE	STIME	EDATE	ETIME	SHIPC	CRUISE_NO	SERNO	STATN	LATIT	LONGI	POSYS	WADEP	COMNT_VISIT	ADD_SMP	SMTYP	INSTRUMENT_ID	REFSK_SMP	REV_DATE	FILE_NAME	FILE_NAME_DATABASE	WINDIR	WINSP	AIRTEMP	AIRPRES	WEATH	CLOUD	WAVES	ICEOB
2018	BAS	HAV, SMHI	SMHI	SMHI	2018-01-18	13:38			26DA	01/2018	0103		5745.35	00947.30	GPS								SBE09_0827_20180118_1338_26_01_0103.cnv	ctd_profile_20180118_26DA_0103.txt								
2018	BAS	HAV, SMHI	SMHI	SMHI	2018-01-18	15:43			26DA	01/2018	0105		5753.70	00954.20	GPS								SBE09_0827_20180118_1543_26_01_0105.cnv	ctd_profile_20180118_26DA_0105.txt								
2018	BAS	HAV, SMHI	SMHI	SMHI	2018-01-19	06:09			26DA	01/2018	0111		5708.82	00734.15	GPS								SBE09_0827_20180119_0609_26_01_0111.cnv	ctd_profile_20180119_26DA_0111.txt								
2018	BAS	HAV, SMHI	SMHI	SMHI	2018-01-19	10:56			26DA	01/2018	0114		5650.76	00730.33	GPS								SBE09_0827_20180119_1056_26_01_0114.cnv	ctd_profile_20180119_26DA_0114.txt								
2018	BAS	HAV, SMHI	SMHI	SMHI	2018-01-19	14:35			26DA	01/2018	0116		5633.16	00649.91	GPS								SBE09_0827_20180119_1435_26_01_0116.cnv	ctd_profile_20180119_26DA_0116.txt								
2018	BAS	HAV, SMHI	SMHI	SMHI	2018-01-20	06:10			26DA	01/2018	0124		5724.91	00832.91	GPS								SBE09_0827_20180120_0610_26_01_0124.cnv	ctd_profile_20180120_26DA_0124.txt								
2018	BAS	HAV, SMHI	SMHI	SMHI	2018-01-20	09:10			26DA	01/2018	0126		5731.52	00835.15	GPS								SBE09_0827_20180120_0910_26_01_0126.cnv	ctd_profile_20180120_26DA_0126.txt								
2018	BAS	HAV, SMHI	SMHI	SMHI	2018-01-20	12:30			26DA	01/2018	0129		5739.28	00850.84	GPS								SBE09_0827_20180120_1230_26_01_0129.cnv	ctd_profile_20180120_26DA_0129.txt								
2018	BAS	HAV, SMHI	SMHI	SMHI	2018-01-20	15:38			26DA	01/2018	0132		5745.85	00843.68	GPS								SBE09_0827_20180120_1538_26_01_0132.cnv	ctd_profile_20180120_26DA_0132.txt								
2018	BAS	HAV, SMHI	SMHI	SMHI	2018-01-21	06:08			26DA	01/2018	0141		5803.31	00945.01	GPS								SBE09_0827_20180121_0608_26_01_0141.cnv	ctd_profile_20180121_26DA_0141.txt								
2018	BAS	HAV, SMHI	SMHI	SMHI	2018-01-21	09:10			26DA	01/2018	0143		5803.12	00954.38	GPS								SBE09_0827_20180121_0910_26_01_0143.cnv	ctd_profile_20180121_26DA_0143.txt								
2018	BAS	HAV, SMHI	SMHI	SMHI	2018-01-21	11:16			26DA	01/2018	0145		5759.40	00954.41	GPS								SBE09_0827_20180121_1116_26_01_0145.cnv	ctd_profile_20180121_26DA_0145.txt								
