MYEAR	PROJ	ORDERER	SLABO	ALABO	SDATE	STIME	EDATE	ETIME	SHIPC	CRUISE_NO	SERNO	STATN	LATIT	LONGI	POSYS	WADEP	COMNT_VISIT	ADD_SMP	SMTYP	INSTRUMENT_ID	REFSK_SMP	REV_DATE	FILE_NAME	FILE_NAME_DATABASE	WINDIR	WINSP	AIRTEMP	AIRPRES	WEATH	CLOUD	WAVES	ICEOB
2018	BAS/NAT	HAV	UMSC	UMSC	2018-12-12	07:28			77K9	25	0098	A5	6509.94	2313.91	GPS	101			CTD	SBE4644	HC-C-C2		A5_v50_18.cnv	ctd_profile_20181212_77K9_0098.txt	35	6			1	2	3	0
2018	RNE/NAT	HAV	UMSC	UMSC	2018-12-12	12:48			77K9	25	0099	RA2	6543.79	2226.80	GPS	13			CTD	SBE4644	HC-C-C2		RA2_v50_18.cnv	ctd_profile_20181212_77K9_0099.txt	30	3			0	0	0	1
2018	BAS/NAT	HAV	UMSC	UMSC	2018-12-13	07:32			77K9	25	0100	A13	6442.51	2204.19	GPS	113			CTD	SBE4644	HC-C-C2		A13_v50_18.cnv	ctd_profile_20181213_77K9_0100.txt	23	7			1	1	2	0
2018	BAS/NAT	HAV	UMSC	UMSC	2018-09-25	08:53			77LY	22	0001	B3	6329.98	1949.17	GPS	23			CTD	SBE4644	HC-C-C2		B3_v39_18.cnv	ctd_profile_20180925_77LY_0001.txt	27	10			1	1	3	0
2018	BAS/NAT	HAV	UMSC	UMSC	2018-11-06	08:53			77LY	24	0002	B3	6329.98	1949.14	GPS	23			CTD	SBE4644	HC-C-C2		B3_v45_18.cnv	ctd_profile_20181106_77LY_0002.txt	15	2			2	8	2	0
2018	BAS/NAT	HAV	UMSC	UMSC	2018-05-07	09:48			77XV	9	0001	B3	6329.97	1949.13	GPS	24			CTD	SBE7668	HC-C-C2		B3_v19_18.cnv	ctd_profile_20180507_77XV_0001.txt	13	4			6	8	2	0
2018	BAS/NAT	HAV	UMSC	UMSC	2018-06-26	09:09			77XV	14	0002	B3	6329.97	1949.15	GPS	23			CTD	SBE7668	HC-C-C2		B3_v26_18.cnv	ctd_profile_20180626_77XV_0002.txt	34	6			2	8	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-03	13:19			77XV	15	0003	SHa3	6314.46	1854.13	GPS	16			CTD	SBE4644	HC-C-C2		Ha3_v27_18.cnv	ctd_profile_20180703_77XV_0003.txt	1	4			1	1	0	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-03	14:06			77XV	15	0004	SHa4	6312.85	1853.93	GPS	50			CTD	SBE4644	HC-C-C2		Ha4_v27_18.cnv	ctd_profile_20180703_77XV_0004.txt	1	6			1	1	0	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-03	15:06			77XV	15	0005	SGv3	6311.60	1851.51	GPS	20			CTD	SBE4644	HC-C-C2		Gv3_v27_18.cnv	ctd_profile_20180703_77XV_0005.txt	12	7			1	1	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-03	15:40			77XV	15	0006	SGv4	6309.85	1850.47	GPS	26			CTD	SBE4644	HC-C-C2		Gv4_v27_18.cnv	ctd_profile_20180703_77XV_0006.txt	12	6			1	1	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-03	18:44			77XV	15	0007	SNf13	6303.62	1822.10	GPS	17			CTD	SBE4644	HC-C-C2		Nf13_v27_18.cnv	ctd_profile_20180703_77XV_0007.txt	13	11			1	1	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-03	19:27			77XV	15	0008	SNf14	6302.02	1825.48	GPS	42			CTD	SBE4644	HC-C-C2		Nf14_v27_18.cnv	ctd_profile_20180703_77XV_0008.txt	22	2			1	1	0	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-03	20:28			77XV	15	0009	SDo13	6302.07	1820.42	GPS	34			CTD	SBE4644	HC-C-C2		Do13_v27_18.cnv	ctd_profile_20180703_77XV_0009.txt	35	6			1	1	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-03	21:05			77XV	15	0010	SDo14	6301.37	1820.73	GPS	71			CTD	SBE4644	HC-C-C2		Do14_v27_18.cnv	ctd_profile_20180703_77XV_0010.txt	32	7			1	1	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-04	09:02			77XV	15	0011	SOm3	6257.39	1827.67	GPS	55			CTD	SBE4644	HC-C-C2		Om3_v27_18.cnv	ctd_profile_20180704_77XV_0011.txt	31	6			0	0	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-04	09:57			77XV	15	0012	SOm4	6257.13	1833.17	GPS	49			CTD	SBE4644	HC-C-C2		Om4_v27_18.cnv	ctd_profile_20180704_77XV_0012.txt	31	11			1	1	2	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-04	13:18			77XV	15	0013	SAl3	6239.92	1753.07	GPS	13	Flyttad lite pga djupet		CTD	SBE4644	HC-C-C2		Al3_v27_18.cnv	ctd_profile_20180704_77XV_0013.txt	36	6			1	2	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-04	14:05			77XV	15	0014	SAl4	6238.51	1756.40	GPS	14	Flyttad pga djupet.		CTD	SBE4644	HC-C-C2		Al4_v27_18.cnv	ctd_profile_20180704_77XV_0014.txt	34	5			1	5	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-30	13:48			77XV	17	0015	SHa5	6313.41	1854.12	GPS	28			CTD	SBE4644	HC-C-C2		Ha5_v31_18.cnv	ctd_profile_20180730_77XV_0015.txt	12	4			4	8	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-30	14:52			77XV	17	0016	SHa6	6312.14	1853.85	GPS	16			CTD	SBE4644	HC-C-C2		Ha6_v31_18.cnv	ctd_profile_20180730_77XV_0016.txt	12	5			4	8	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-30	16:02			77XV	17	0017	SGv5	6310.51	1849.74	GPS	50			CTD	SBE4644	HC-C-C2		Gv5_v31_18.cnv	ctd_profile_20180730_77XV_0017.txt	13	3			4	8	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-30	16:54			77XV	17	0018	SGv6	6309.52	1846.72	GPS	50			CTD	SBE4644	HC-C-C2		Gv6_v31_18.cnv	ctd_profile_20180730_77XV_0018.txt	12	3			4	8	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-31	11:36			77XV	17	0019	SAl5	6239.78	1755.17	GPS	43			CTD	SBE4644	HC-C-C2		Al5_v31_18.cnv	ctd_profile_20180731_77XV_0019.txt	14	6			4	8	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-31	12:47			77XV	17	0020	SAl6	6238.57	1756.75	GPS	20			CTD	SBE4644	HC-C-C2		Al6_v31_18.cnv	ctd_profile_20180731_77XV_0020.txt	17	4			4	8	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-31	16:29			77XV	17	0021	SOm5	6257.42	1825.65	GPS	51			CTD	SBE4644	HC-C-C2		Om5_v31_18.cnv	ctd_profile_20180731_77XV_0021.txt	10	3			4	8	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-31	17:35			77XV	17	0022	SOm6	6256.82	1831.63	GPS	82			CTD	SBE4644	HC-C-C2		Om6_v31_18.cnv	ctd_profile_20180731_77XV_0022.txt	15	4			4	8	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-31	19:18			77XV	17	0023	SDo15	6302.54	1820.33	GPS	16			CTD	SBE4644	HC-C-C2		Do15_v31_18.cnv	ctd_profile_20180731_77XV_0023.txt	12	5			2	8	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-07-31	19:54			77XV	17	0024	SDo16	6301.87	1820.77	GPS	53			CTD	SBE4644	HC-C-C2		Do16_v31_18.cnv	ctd_profile_20180731_77XV_0024.txt	11	1			2	8	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-08-01	09:28			77XV	17	0025	SNf15	6302.84	1825.94	GPS	52			CTD	SBE4644	HC-C-C2		Nf15_v31_18.cnv	ctd_profile_20180801_77XV_0025.txt	12	4			4	8	1	0
2018	PROJ Bottenhavet pelagisk verifikation	YLST	UMSC	UMSC	2018-08-01	10:18			77XV	17	0026	SNf16	6301.58	1826.45	GPS	68			CTD	SBE4644	HC-C-C2		Nf16_v31_18.cnv	ctd_profile_20180801_77XV_0026.txt	12	4			4	8	1	0
2018	BAS/NAT	HAV	UMSC	UMSC	2018-08-02	09:54			77XV	18	0027	B3	6329.99	1949.15	GPS	22			CTD	SBE4644	HC-C-C2		B3_v31_18.cnv	ctd_profile_20180802_77XV_0027.txt	30	1			4	8	0	0
2018	BAS/NAT	HAV	UMSC	UMSC	2018-08-29	09:26			77XV	20	0028	B3	6329.98	1949.13	GPS	24			CTD	SBE4644	HC-C-C2		B3_v35_18.cnv	ctd_profile_20180829_77XV_0028.txt	17	6			2	7	1	0
