MYEAR	PROJ	ORDERER	SLABO	ALABO	SDATE	STIME	EDATE	ETIME	SHIPC	CRUISE_NO	SERNO	STATN	LATIT	LONGI	POSYS	WADEP	COMNT_VISIT	ADD_SMP	SMTYP	INSTRUMENT_ID	REFSK_SMP	REV_DATE	FILE_NAME	FILE_NAME_DATABASE	WINDIR	WINSP	AIRTEMP	AIRPRES	WEATH	CLOUD	WAVES	ICEOB
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-03	14:39			77SE	SMHI-02-2020	0102	20N Hanstholm	5727.20	00831.79	GPS								SBE09_1387_20200203_1439_77_10_0102.cnv	ctd_profile_20200203_77SE_0102.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-04	05:34			77SE	SMHI-02-2020	0106	12W Hallo	5817.36	01051.36	GPS								SBE09_1387_20200204_0534_77_10_0106.cnv	ctd_profile_20200204_77SE_0106.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-05	05:31			77SE	SMHI-02-2020	0110	17N Hirtshals	5754.17	00956.01	GPS								SBE09_1387_20200205_0531_77_10_0110.cnv	ctd_profile_20200205_77SE_0110.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-05	11:20			77SE	SMHI-02-2020	0111	24N Hirtshals	5758.14	00949.36	GPS								SBE09_1387_20200205_1120_77_10_0111.cnv	ctd_profile_20200205_77SE_0111.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-05	14:39			77SE	SMHI-02-2020	0112	30N Hirtshals	5803.12	00944.90	GPS								SBE09_1387_20200205_1439_77_10_0112.cnv	ctd_profile_20200205_77SE_0112.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-06	10:25			77SE	SMHI-03-2020	0113	Slägg	5815.58	01126.09	GPS								SBE09_1387_20200206_1025_77_10_0113.cnv	ctd_profile_20200206_77SE_0113.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-06	13:43			77SE	SMHI-03-2020	0114	Å13	5820.37	01101.32	GPS								SBE09_1387_20200206_1343_77_10_0114.cnv	ctd_profile_20200206_77SE_0114.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-06	15:41			77SE	SMHI-03-2020	0115	Å14	5819.11	01056.81	GPS								SBE09_1387_20200206_1541_77_10_0115.cnv	ctd_profile_20200206_77SE_0115.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-06	17:04			77SE	SMHI-03-2020	0116	Å15	5817.70	01050.65	GPS								SBE09_1387_20200206_1704_77_10_0116.cnv	ctd_profile_20200206_77SE_0116.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-06	18:47			77SE	SMHI-03-2020	0117	Å16	5815.86	01043.33	GPS								SBE09_1387_20200206_1847_77_10_0117.cnv	ctd_profile_20200206_77SE_0117.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-06	20:50			77SE	SMHI-03-2020	0118	Å17	5817.11	01030.39	GPS								SBE09_1387_20200206_2050_77_10_0118.cnv	ctd_profile_20200206_77SE_0118.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-07	02:41			77SE	SMHI-03-2020	0119	P2	5752.02	01117.49	GPS								SBE09_1387_20200207_0241_77_10_0119.cnv	ctd_profile_20200207_77SE_0119.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-07	08:01			77SE	SMHI-03-2020	0120	Fladen	5711.57	01139.44	GPS								SBE09_1387_20200207_0801_77_10_0120.cnv	ctd_profile_20200207_77SE_0120.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-07	11:41			77SE	SMHI-03-2020	0121	N14	5656.44	01212.69	GPS								SBE09_1387_20200207_1141_77_10_0121.cnv	ctd_profile_20200207_77SE_0121.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-07	14:42			77SE	SMHI-03-2020	0122	Anholt E	5640.11	01206.64	GPS								SBE09_1387_20200207_1442_77_10_0122.cnv	ctd_profile_20200207_77SE_0122.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-07	22:01			77SE	SMHI-03-2020	0123	W Landskrona	5552.00	01244.90	GPS								SBE09_1387_20200207_2201_77_10_0123.cnv	ctd_profile_20200207_77SE_0123.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-08	03:03			77SE	SMHI-03-2020	0124	441 STEVNS KLINT	5516.34	01234.28	GPS								SBE09_1387_20200208_0304_77_10_0124.cnv	ctd_profile_20200208_77SE_0124.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-08	06:40			77SE	SMHI-03-2020	0125	BY1	5500.97	01318.01	GPS								SBE09_1387_20200208_0640_77_10_0125.cnv	ctd_profile_20200208_77SE_0125.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-08	10:16			77SE	SMHI-03-2020	0126	BY2	5458.21	01405.95	GPS								SBE09_1387_20200208_1016_77_10_0126.cnv	ctd_profile_20200208_77SE_0126.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-08	13:51			77SE	SMHI-03-2020	0127	BY3	5518.77	01429.85	GPS								SBE09_1387_20200208_1351_77_10_0127.cnv	ctd_profile_20200208_77SE_0127.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-08	17:37			77SE	SMHI-03-2020	0128	BY4	5523.00	01520.03	GPS								SBE09_1387_20200208_1737_77_10_0128.cnv	ctd_profile_20200208_77SE_0128.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-08	20:58			77SE	SMHI-03-2020	0129	BY5	5515.02	01559.09	GPS								SBE09_1387_20200208_2058_77_10_0129.cnv	ctd_profile_20200208_77SE_0129.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-09	01:01			77SE	SMHI-03-2020	0130	Stolpe tröskel	5516.58	01630.91	GPS								SBE09_1387_20200209_0101_77_10_0130.cnv	ctd_profile_20200209_77SE_0130.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-09	04:19			77SE	SMHI-03-2020	0131	BY7 Stolpe ränna	5513.06	01704.06	GPS								SBE09_1387_20200209_0419_77_10_0131.cnv	ctd_profile_20200209_77SE_0131.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-09	12:39			77SE	SMHI-03-2020	0132	PL-P1	5449.96	01919.16	GPS								SBE09_1387_20200209_1239_77_10_0132.cnv	ctd_profile_20200209_77SE_0132.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-09	17:26			77SE	SMHI-03-2020	0133	PL-P63	5521.29	01902.48	GPS								SBE09_1387_20200209_1726_77_10_0133.cnv	ctd_profile_20200209_77SE_0133.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-10	06:31			77SE	SMHI-03-2020	0134	BY10	5638.59	01935.59	GPS								SBE09_1387_20200210_0631_77_10_0134.cnv	ctd_profile_20200210_77SE_0134.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-10	10:12			77SE	SMHI-03-2020	0135	BY11	5704.50	01950.70	GPS								SBE09_1387_20200210_1012_77_10_0135.cnv	ctd_profile_20200210_77SE_0135.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-10	13:12			77SE	SMHI-03-2020	0136	BY15	5718.74	02004.92	GPS								SBE09_1387_20200210_1312_77_10_0136.cnv	ctd_profile_20200210_77SE_0136.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-10	15:51			77SE	SMHI-03-2020	0137	BY19	5732.85	02009.82	GPS								SBE09_1387_20200210_1551_77_10_0137.cnv	ctd_profile_20200210_77SE_0137.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-10	19:44			77SE	SMHI-03-2020	0138	BY20	5800.08	01952.81	GPS								SBE09_1387_20200210_1944_77_10_0138.cnv	ctd_profile_20200210_77SE_0138.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-10	23:51			77SE	SMHI-03-2020	0139	BY21	5826.52	02020.15	GPS								SBE09_1387_20200210_2351_77_10_0139.cnv	ctd_profile_20200210_77SE_0139.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-11	05:11			77SE	SMHI-03-2020	0140	BY28	5902.08	02106.12	GPS								SBE09_1387_20200211_0511_77_10_0140.cnv	ctd_profile_20200211_77SE_0140.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-11	08:29			77SE	SMHI-03-2020	0141	BY27	5917.99	02133.25	GPS								SBE09_1387_20200211_0829_77_10_0141.cnv	ctd_profile_20200211_77SE_0141.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-11	18:36			77SE	SMHI-02-2020	0142	BY29	5852.95	02019.74	GPS								SBE09_1387_20200211_1836_77_10_0142.cnv	ctd_profile_20200211_77SE_0142.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-13	01:09			77SE	SMHI-02-2020	0144	BY32	5801.04	01759.14	GPS								SBE09_1387_20200213_0109_77_10_0144.cnv	ctd_profile_20200213_77SE_0144.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-13	07:09			77SE	SMHI-02-2020	0145	BY38	5706.97	01740.03	GPS								SBE09_1387_20200213_0709_77_10_0145.cnv	ctd_profile_20200213_77SE_0145.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-13	15:11			77SE	SMHI-02-2020	0146	BY39	5606.99	01632.18	GPS								SBE09_1387_20200213_1511_77_10_0146.cnv	ctd_profile_20200213_77SE_0146.txt								
2020	BAS	HAV, SMHI	SMHI	SMHI	2020-02-13	21:25			77SE	SMHI-02-2020	0148	Hanöbukten	5537.04	01452.02	GPS								SBE09_1387_20200213_2125_77_10_0148.cnv	ctd_profile_20200213_77SE_0148.txt								
